# ISO 639 language table used by Nmkoder to name audio and subtitle tracks.
# Generated by .github/scripts/gen-iso639.py - edit that, not this file.
#
# Sources: ISO 639-3 register via pycountry 26.2.16, native names (autonyms)
# via langcodes/language_data 3.5.1, which draws on Unicode CLDR.
#
# The family column is intentionally blank: no register maps languages to families,
# and Aliases.cs stores the field without ever reading it. Kept for column layout.
Family,English Name,Native Name,ISO 639-1,ISO 639-2/T,ISO 639-2/B
,Shanenawa,Shanenawa,,swo,
,Shanga,Shanga,,sho,
,Shaojiang Chinese,Unknown language [sjc],,sjc,
,Sharanahua,Sharanahua,,mcd,
,Shark Bay,Shark Bay,,ssv,
,Sharwa,Sharwa,,swq,
,Shasta,Shasta,,sht,
,Shatt,Shatt,,shj,
,Shau,Shau,,sqh,
,Shawnee,Shawnee,,sjw,
,She,She,,shx,
,Shehri,Shehri,,shv,
,Shekhawati,Shekhawati,,swv,
,Shekkacho,Shekkacho,,moy,
,Sheko,Sheko,,she,
,Shelta,Shelta,,sth,
,Shempire Senoufo,Shempire Senoufo,,seb,
,Shendu,Shendu,,shl,
,Sheni,Sheni,,scv,
,Sherbro,Sherbro,,bun,
,Sherdukpen,Sherdukpen,,sdp,
,Sherpa,Sherpa,,xsr,
,Sheshi Kham,Sheshi Kham,,kip,
,Shi,Shi,,shr,
,Shihhi Arabic,Shihhi Arabic,,ssh,
,Shiki,Shiki,,gua,
,Shilluk,Shilluk,,shk,
,Shina,Shina,,scl,
,Shipibo-Conibo,Shipibo-Conibo,,shp,
,Sholaga,Sholaga,,sle,
,Shom Peng,Shom Peng,,sii,
,Shoo-Minda-Nye,Shoo-Minda-Nye,,bcv,
,Shor,Shor,,cjs,
,Shoshoni,Shoshoni,,shh,
,Shua,Shua,,shg,
,Shuadit,Shuadit,,sdt,
,Shuar,Shuar,,jiv,
,Shubi,Shubi,,suj,
,Shughni,Shughni,,sgh,
,Shuhi,Shuhi,,sxg,
,Shumashti,Shumashti,,sts,
,Shumcho,Shumcho,,scu,
,Shuswap,Shuswap,,shs,
,Shwai,Shwai,,shw,
,Shwe Palaung,Shwe Palaung,,pll,
,Sialum,Sialum,,slw,
,Siamou,Siamou,,sif,
,Sian,Sian,,spg,
,Siane,Siane,,snp,
,Siang,Siang,,sya,
,Siar-Lak,Siar-Lak,,sjr,
,Siawi,Siawi,,mmp,
,Sibe,Sibe,,nco,
,Siberian Tatar,Siberian Tatar,,sty,
,Sibu Melanau,Sibu Melanau,,sdx,
,Sicanian,Sicanian,,sxc,
,Sicel,Sicel,,scx,
,Sicilian,sicilianu,,scn,
,Siculo Arabic,Siculo Arabic,,sqr,
,Sidamo,Sidamo,,sid,
,Sidetic,Sidetic,,xsd,
,Sie,Sie,,erg,
,Sierra de Juárez Zapotec,Sierra de Juárez Zapotec,,zaa,
,Sierra Leone Sign Language,Sierra Leone Sign Language,,sgx,
,Sierra Negra Nahuatl,Sierra Negra Nahuatl,,nsu,
,Sighu,Sighu,,sxe,
,Sihan,Sihan,,snr,
,Sihuas Ancash Quechua,Sihuas Ancash Quechua,,qws,
,Sika,Sika,,ski,
,Sikaiana,Sikaiana,,sky,
,Sikaritai,Sikaritai,,tty,
,Sikiana,Sikiana,,sik,
,Sikkimese,Sikkimese,,sip,
,Siksika,Siksiká,,bla,
,Sikule,Sikule,,skh,
,Sila,Sila,,slt,
,Silacayoapan Mixtec,Silacayoapan Mixtec,,mks,
,Sileibi,Sileibi,,sbq,
,Silesian,ślōnski,,szl,
,Silimo,Silimo,,wul,
,Siliput,Siliput,,mkc,
,Silopi,Silopi,,xsp,
,Silt'e,Silt'e,,stv,
,Simaa,Simaa,,sie,
,Simba,Simba,,sbw,
,Simbali,Simbali,,smg,
,Simbari,Simbari,,smb,
,Simbo,Simbo,,sbb,
,Simeku,Simeku,,smz,
,Simeulue,Simeulue,,smr,
,Simte,Simte,,smt,
,Sinagen,Sinagen,,siu,
,Sinasina,Sinasina,,sst,
,Sinaugoro,Sinaugoro,,snc,
,Sindarin,Sindarin,,sjn,
,Sindhi Bhil,Sindhi Bhil,,sbn,
,Sindihui Mixtec,Sindihui Mixtec,,xts,
,Singa,Singa,,sgm,
,Singapore Sign Language,Singapore Sign Language,,sls,
,Singpho,Singpho,,sgp,
,Sinicahua Mixtec,Sinicahua Mixtec,,xti,
,Sininkere,Sininkere,,skq,
,Sinte Romani,Sinte Romani,,rmo,
,Sinyar,Sinyar,,sys,
,Sio,Sio,,xsi,
,Siona,Siona,,snn,
,Sipacapense,Sipacapense,,qum,
,Sira,Sira,,swj,
,Siraya,Siraya,,fos,
,Sirenik Yupik,Sirenik Yupik,,ysr,
,Siri,Siri,,sir,
,Siriano,Siriano,,sri,
,Sirionó,Sirionó,,srq,
,Sirmauri,Sirmauri,,srx,
,Siroi,Siroi,,ssd,
,Sissala,Sissala,,sld,
,Sissano,Sissano,,sso,
,Siuslaw,Siuslaw,,sis,
,Sivandi,Sivandi,,siy,
,Sivia Sign Language,Sivia Sign Language,,lsv,
,Siwai,Siwai,,siw,
,Siwi,Siwi,,siz,
,Siwu,Siwu,,akp,
,Siyin Chin,Siyin Chin,,csy,
,Skagit,Skagit,,ska,
,Skalvian,Skalvian,,svx,
,Skepi Creole Dutch,Skepi Creole Dutch,,skw,
,Skolt Sami,sääʹmǩiõll,,sms,
,Skou,Skou,,skv,
,Slave (Athapascan),Slave,,den,
,Slavomolisano,Slavomolisano,,svm,
,Slovakian Sign Language,Slovakian Sign Language,,svk,
,Small Flowery Miao,Small Flowery Miao,,sfm,
,Smärky Kanum,Smärky Kanum,,kxq,
,Snohomish,Snohomish,,sno,
,So (Democratic Republic of Congo),So (Democratic Republic of Congo),,soc,
,So'a,So'a,,ssq,
,Sobei,Sobei,,sob,
,Sochiapam Chinantec,Sochiapam Chinantec,,cso,
,Soga,Olusoga,,xog,
,Sogdian,Sogdien,,sog,
,Soi,Soi,,soj,
,Sokoro,Sokoro,,sok,
,Solano,Solano,,xso,
,Soli,Soli,,sby,
,Solomon Islands Sign Language,Solomon Islands Sign Language,,szs,
,Solong,Solong,,aaw,
,Solos,Solos,,sol,
,Som,Som,,smc,
,Somba-Siawari,Somba-Siawari,,bmu,
,Somrai,Somrai,,sor,
,Somray,Somray,,smu,
,Somyev,Somyev,,kgt,
,Sonaga,Sonaga,,ysg,
,Sonde,Sonde,,shc,
,Songe,Songe,,sop,
,Songlai Chin,Songlai Chin,,csj,
,Songo,Songo,,soo,
,Songomeno,Songomeno,,soe,
,Songoora,Songoora,,sod,
,Sonha,Sonha,,soi,
,Sonia,Sonia,,siq,
,Soninke,Soninke,,snk,
,Sonsorol,Sonsorol,,sov,
,Soo,Soo,,teu,
,Sop,Sop,,urw,
,Soqotri,Soqotri,,sqt,
,Sora,Sora,,srb,
,Sori-Harengan,Sori-Harengan,,sbh,
,Sorkhei,Sorkhei,,sqo,
,Sorothaptic,Sorothaptic,,sxo,
,Sorsogon Ayta,Sorsogon Ayta,,ays,
,Sos Kundi,Sos Kundi,,sdk,
,Sota Kanum,Sota Kanum,,krz,
,Sou,Sou,,sqq,
,Sou Nama,Sou Nama,,tlt,
,Sou Upaa,Sou Upaa,,wha,
,South African Sign Language,South African Sign Language,,sfs,
,South Awyu,South Awyu,,aws,
,South Azerbaijani,South Azerbaijani,,azb,
,South Bolivian Quechua,South Bolivian Quechua,,quh,
,South Central Banda,South Central Banda,,lnl,
,South Central Dinka,South Central Dinka,,dib,
,South Efate,South Efate,,erk,
,South Fali,South Fali,,fal,
,South Giziga,South Giziga,,giz,
,South Lembata,South Lembata,,lmf,
,South Marquesan,South Marquesan,,mqm,
,South Muyu,South Muyu,,kts,
,South Nuaulu,South Nuaulu,,nxl,
,South Picene,South Picene,,spx,
,South Slavey,Slave,,xsl,
,South Tairora,South Tairora,,omw,
,South Ucayali Ashéninka,South Ucayali Ashéninka,,cpy,
,South Watut,South Watut,,mcy,
,South West Bay,South West Bay,,sns,
,Southeast Ambrym,Southeast Ambrym,,tvk,
,Southeast Babar,Southeast Babar,,vbb,
,Southeast Ijo,Southeast Ijo,,ijs,
,Southeast Pashai,Southeast Pashai,,psi,
,Southeast Tasmanian,Southeast Tasmanian,,xpf,
,Southeastern Dinka,Southeastern Dinka,,dks,
,Southeastern Ixtlán Zapotec,Southeastern Ixtlán Zapotec,,zpd,
,Southeastern Kolami,Southeastern Kolami,,nit,
,Southeastern Nochixtlán Mixtec,Southeastern Nochixtlán Mixtec,,mxy,
,Southeastern Pomo,Southeastern Pomo,,pom,
,Southeastern Puebla Nahuatl,Southeastern Puebla Nahuatl,,npl,
,Southeastern Tarahumara,Southeastern Tarahumara,,tcu,
,Southeastern Tepehuan,Southeastern Tepehuan,,stp,
,Southern Alta,Southern Alta,,agy,
,Southern Altai,Southern Altai,,alt,
,Southern Amami-Oshima,Southern Amami-Oshima,,ams,
,Southern Aymara,Southern Aymara,,ayc,
,Southern Bai,Southern Bai,,bfs,
,Southern Balochi,بلۆچی,,bcc,
,Southern Betsimisaraka Malagasy,Southern Betsimisaraka Malagasy,,bzc,
,Southern Binukidnon,Southern Binukidnon,,mtw,
,Southern Birifor,Southern Birifor,,biv,
,Southern Bobo Madaré,Southern Bobo Madaré,,bwq,
,Southern Bontok,Southern Bontok,,obk,
,Southern Carrier,Southern Carrier,,caf,
,Southern Catanduanes Bikol,Southern Catanduanes Bikol,,bln,
,Southern Conchucos Ancash Quechua,Southern Conchucos Ancash Quechua,,qxo,
,Southern Dagaare,Southern Dagaare,,dga,
,Southern Dong,Southern Dong,,kmc,
,Southern East Cree,Southern East Cree,,crj,
,Southern Ghale,Southern Ghale,,ghe,
,Southern Grebo,Southern Grebo,,grj,
,Southern Guiyang Hmong,Southern Guiyang Hmong,,hmy,
,Southern Haida,Southern Haida,,hax,
,Southern Hindko,Southern Hindko,,hnd,
,Southern Kalapuya,Southern Kalapuya,,sxk,
,Southern Kalinga,Southern Kalinga,,ksc,
,Southern Katang,Southern Katang,,sct,
,Southern Kisi,Southern Kisi,,kss,
,Southern Kiwai,Southern Kiwai,,kjd,
,Southern Kurdish,کوردی خوارگ,,sdh,
,Southern Lolopo,Southern Lolopo,,ysp,
,Southern Luri,Southern Luri,,luz,
,Southern Ma'di,Southern Ma'di,,snm,
,Southern Mashan Hmong,Southern Mashan Hmong,,hma,
,Southern Mnong,Southern Mnong,,mnn,
,Southern Muji,Southern Muji,,ymc,
,Southern Nago,Southern Nago,,nqg,
,Southern Nambikuára,Southern Nambikuára,,nab,
,Southern Ngbandi,Southern Ngbandi,,nbw,
,Southern Nicobarese,Southern Nicobarese,,nik,
,Southern Nisu,Southern Nisu,,nsd,
,Southern Nuni,Southern Nuni,,nnw,
,Southern Ohlone,Southern Ohlone,,css,
,Southern One,Southern One,,osu,
,Southern Pame,Southern Pame,,pmz,
,Southern Pashto,Southern Pashto,,pbt,
,Southern Pastaza Quechua,Southern Pastaza Quechua,,qup,
,Southern Ping Chinese,Southern Ping Chinese,,csp,
,Southern Pomo,Southern Pomo,,peq,
,Southern Puebla Mixtec,Southern Puebla Mixtec,,mit,
,Southern Puget Sound Salish,Southern Lushootseed,,slh,
,Southern Pumi,Southern Pumi,,pmj,
,Southern Qiandong Miao,Southern Qiandong Miao,,hms,
,Southern Qiang,Southern Qiang,,qxs,
,Southern Rengma Naga,Southern Rengma Naga,,nre,
,Southern Rincon Zapotec,Southern Rincon Zapotec,,zsr,
,Southern Roglai,Southern Roglai,,rgs,
,Southern Sama,Southern Sama,,ssb,
,Southern Sami,Åarjelsaemien gïele,,sma,
,Southern Samo,Southern Samo,,sbd,
,Southern Sierra Miwok,Southern Sierra Miwok,,skd,
,Southern Sorsoganon,Southern Sorsoganon,,srv,
,Southern Subanen,Southern Subanen,,laa,
,Southern Thai,Southern Thai,,sou,
,Southern Tidung,Southern Tidung,,itd,
,Southern Tiwa,Southern Tiwa,,tix,
,Southern Toussian,Southern Toussian,,wib,
,Southern Tujia,Southern Tujia,,tjs,
,Southern Tutchone,Southern Tutchone,,tce,
,Southern Uzbek,Southern Uzbek,,uzs,
,Southern Yamphu,Southern Yamphu,,lrr,
,Southern Yukaghir,Southern Yukaghir,,yux,
,Southwest Gbaya,Southwest Gbaya,,gso,
,Southwest Palawano,Southwest Palawano,,plv,
,Southwest Pashai,Southwest Pashai,,psh,
,Southwest Tanna,Southwest Tanna,,nwi,
,Southwestern Bontok,Southwestern Bontok,,vbk,
,Southwestern Dinka,Dinka,,dik,
,Southwestern Fars,Southwestern Fars,,fay,
,Southwestern Guiyang Hmong,Southwestern Guiyang Hmong,,hmg,
,Southwestern Huishui Hmong,Southwestern Huishui Hmong,,hmh,
,Southwestern Nisu,Southwestern Nisu,,nsv,
,Southwestern Tarahumara,Southwestern Tarahumara,,twr,
,Southwestern Tasmanian,Southwestern Tasmanian,,xpx,
,Southwestern Tepehuan,Southwestern Tepehuan,,tla,
,Southwestern Tlaxiaco Mixtec,Southwestern Tlaxiaco Mixtec,,meh,
,Sowa,Sowa,,sww,
,Sowanda,Sowanda,,sow,
,Soyaltepec Mazatec,Soyaltepec Mazatec,,vmp,
,Soyaltepec Mixtec,Soyaltepec Mixtec,,vmq,
,Spanish Sign Language,Spanish Sign Language,,ssp,
,Spiti Bhoti,Spiti Bhoti,,spt,
,Spokane,Spokane,,spo,
,Squamish,Squamish,,squ,
,Sranan Tongo,Sranan Tongo,,srn,
,Sri Lankan Creole Malay,Sri Lankan Creole Malay,,sci,
,Sri Lankan Sign Language,Sri Lankan Sign Language,,sqs,
,Standard Arabic,العربية,,arb,
,Standard Estonian,eesti,,ekk,
,Standard Latvian,latviešu,,lvs,
,Standard Malay,bahasa Malaysia,,zsm,
,Standard Moroccan Tamazight,ⵜⴰⵎⴰⵣⵉⵖⵜ,,zgh,
,Stellingwerfs,Stellingwerfs,,stl,
,Stod Bhoti,Stod Bhoti,,sbu,
,sTodsde,sTodsde,,jih,
,Stoney,Stoney,,sto,
,Straits Salish,Straits Salish,,str,
,Suabo,Suabo,,szp,
,Suarmin,Suarmin,,seo,
,Suau,Suau,,swp,
,Suba,Suba,,sxb,
,Suba-Simbiti,Suba-Simbiti,,ssc,
,Subi,Shubi,,xsj,
,Subiya,Subiya,,sbs,
,Subtiaba,Subtiaba,,sut,
,Sudanese Arabic,Sudanese Arabic,,apd,
,Sudanese Creole Arabic,Sudanese Creole Arabic,,pga,
,Sudest,Sudest,,tgo,
,Sudovian,Sudovian,,xsv,
,Suena,Suena,,sue,
,Suga,Suga,,sgi,
,Suganga,Suganga,,sug,
,Sugut Dusun,Sugut Dusun,,kzs,
,Sui,Sui,,swi,
,Suki,Suki,,sui,
,Suku,Suku,,sub,
,Sukuma,Sukuma,,suk,
,Sukur,Sukur,,syk,
,Sukurum,Sukurum,,zsu,
,Sula,Sula,,szn,
,Sulka,Sulka,,sua,
,Sulod,Sulod,,srg,
,Suma,Suma,,sqm,
,Sumariup,Sumariup,,siv,
,Sumau,Sumau,,six,
,Sumbawa,Sumbawa,,smw,
,Sumbwa,Sumbwa,,suw,
,Sumerian,Sumerian,,sux,
,Sumi Naga,Sumi Naga,,nsm,
,Sumtu Chin,Sumtu Chin,,csv,
,Sunam,Sunam,,ssk,
,Sunwar,Sunwar,,suz,
,Suoy,Suoy,,syo,
,Supyire Senoufo,Supyire Senoufo,,spp,
,Sur,Sur,,tdl,
,Surbakhal,Surbakhal,,sbj,
,Surgujia,Surgujia,,sgj,
,Surigaonon,Surigaonon,,sgd,
,Surjapuri,Surjapuri,,sjp,
,Sursurunga,Sursurunga,,sgz,
,Suruahá,Suruahá,,swx,
,Surubu,Surubu,,sde,
,Suruí,Suruí,,sru,
,Suruí Do Pará,Suruí Do Pará,,mdz,
,Susquehannock,Susquehannock,,sqn,
,Susu,Susu,,sus,
,Susuami,Susuami,,ssu,
,Suundi,Suundi,,sdj,
,Suwawa,Suwawa,,swu,
,Suyá,Suyá,,suy,
,Svan,Svan,,sva,
,Swabian,Swabian,,swg,
,Swahili (individual language),Kiswahili,,swh,
,Swampy Cree,ᓀᐦᐃᓇᐍᐏᐣ,,csw,
,Swedish Sign Language,Swedish Sign Language,,swl,
,Swiss German,Schwiizertüütsch,,gsw,
,Swiss-French Sign Language,Swiss-French Sign Language,,ssr,
,Swiss-German Sign Language,Swiss-German Sign Language,,sgg,
,Swiss-Italian Sign Language,Swiss-Italian Sign Language,,slf,
,Swo,Swo,,sox,
,Syenara Senoufo,Syenara Senoufo,,shz,
,Sylheti,Sylheti,,syl,
,Syriac,ܣܘܪܝܝܐ,,syr,
,Sáliba,Sáliba,,slc,
,São Paulo Kaingáng,São Paulo Kaingáng,,zkp,
,Sãotomense,Sãotomense,,cri,
,Sìcìté Sénoufo,Sìcìté Sénoufo,,sep,
,Sô,Sô,,sss,
,T'apo,T'apo,,lgn,
,T'en,T'en,,tct,
,Ta'izzi-Adeni Arabic,Ta'izzi-Adeni Arabic,,acq,
,Taabwa,Taabwa,,tap,
,Tabaa Zapotec,Tabaa Zapotec,,zat,
,Tabaru,Tabaru,,tby,
,Tabasco Chontal,Tabasco Chontal,,chf,
,Tabasco Nahuatl,Tabasco Nahuatl,,nhc,
,Tabasco Zoque,Tabasco Zoque,,zoq,
,Tabassaran,Tabassaran,,tab,
,Tabla,Tabla,,tnm,
,Tabo,Tabo,,knv,
,Tabriak,Tabriak,,tzx,
,Tacahua Mixtec,Tacahua Mixtec,,xtt,
,Tacana,Tacana,,tna,
,Tachawit,Tachawit,,shy,
,Tachelhit,ⵜⴰⵛⵍⵃⵉⵜ,,shi,
,Tachoni,Tachoni,,lts,
,Tadaksahak,Tadaksahak,,dsq,
,Tado,Tado,,klw,
,Tadyawan,Tadyawan,,tdy,
,Tae',Tae',,rob,
,Tafi,Tafi,,tcd,
,Tagabawa,Tagabawa,,bgs,
,Tagakaulo,Tagakaulo,,klg,
,Tagal Murut,Tagal Murut,,mvv,
,Tagalaka,Tagalaka,,tgz,
,Tagargrent,Tagargrent,,oua,
,Tagbanwa,Tagbanwa,,tbw,
,Tagbu,Tagbu,,tbm,
,Tagdal,Tagdal,,tda,
,Tagin,Tagin,,tgj,
,Tagish,Tagish,,tgx,
,Tagoi,Tagoi,,tag,
,Tagwana Senoufo,Tagwana Senoufo,,tgw,
,Tahaggart Tamahaq,Tahaggart Tamahaq,,thv,
,Tahltan,Tahltan,,tht,
,Tai,Kalam-Tai,,taw,
,Tai Daeng,Tai Daeng,,tyr,
,Tai Dam,ꪼꪕꪒꪾ,,blt,
,Tai Do,Tai Do,,tyj,
,Tai Dón,Tai Dón,,twh,
,Tai Hongjin,Tai Hongjin,,tiz,
,Tai Laing,Tai Laing,,tjl,
,Tai Loi,Tai Loi,,tlq,
,Tai Long,Tai Long,,thi,
,Tai Nüa,Tai Nüa,,tdd,
,Tai Pao,Tai Pao,,tpo,
,Tai Thanh,Tai Thanh,,tmm,
,Tai Ya,Tai Ya,,cuu,
,Taiap,Taiap,,gpn,
,Taikat,Taikat,,aos,
,Tainae,Tainae,,ago,
,Taino,Taino,,tnq,
,Tairaha,Tairaha,,bxa,
,Tairuma,Tairuma,,uar,
,Taita,Kitaita,,dav,
,Taivoan,Taivoan,,tvx,
,Taiwan Sign Language,Taiwan Sign Language,,tss,
,Taje,Taje,,pee,
,Tajiki Arabic,Tajiki Arabic,,abh,
,Tajio,Tajio,,tdj,
,Tajuasohn,Tajuasohn,,tja,
,Takelma,Takelma,,tkm,
,Takestani,Takestani,,tks,
,Takia,Takia,,tbc,
,Takua,Takua,,tkz,
,Takuu,Takuu,,nho,
,Takwane,Takwane,,tke,
,Tal,Tal,,tal,
,Tala,Tala,,tak,
,Talaud,Talaud,,tld,
,Taliabu,Taliabu,,tlv,
,Talieng,Talieng,,tdf,
,Talinga-Bwisi,Talinga-Bwisi,,tlj,
,Talise,Talise,,tlr,
,Talodi,Talodi,,tlo,
,Taloki,Taloki,,tlk,
,Talondo',Talondo',,tln,
,Talossan,Talossan,,tzl,
,Talu,Talu,,yta,
,Talysh,Talysh,,tly,
,Tama (Chad),Tama (Chad),,tma,
,Tama (Colombia),Tama (Colombia),,ten,
,Tamagario,Tamagario,,tcg,
,Taman (Indonesia),Taman (Indonesia),,tmn,
,Taman (Myanmar),Taman (Myanmar),,tcl,
,Tamanaku,Tamanaku,,tmz,
,Tamashek,Tamashek,,tmh,
,Tamasheq,Tamasheq,,taq,
,Tamazola Mixtec,Tamazola Mixtec,,vmx,
,Tambas,Tambas,,tdk,
,Tambora,Tambora,,xxt,
,Tambotalo,Tambotalo,,tls,
,Tami,Tami,,tmy,
,Tamki,Tamki,,tax,
,Tamnim Citak,Tamnim Citak,,tml,
,Tampias Lobu,Tampias Lobu,,low,
,Tampuan,Tampuan,,tpu,
,Tampulma,Tampulma,,tpm,
,Tanacross,Tanacross,,tcb,
,Tanahmerah,Tanahmerah,,tcm,
,Tanaina,Tanaina,,tfn,
,Tanapag,Tanapag,,tpv,
,Tandaganon,Tandaganon,,tgn,
,Tandia,Tandia,,tni,
,Tandroy-Mahafaly Malagasy,Tandroy-Mahafaly Malagasy,,tdx,
,Tanema,Tanema,,tnx,
,Tangale,Tangale,,tan,
,Tangchangya,Tangchangya,,tnv,
,Tanggu,Tanggu,,tgu,
,Tangkhul Naga (India),Tangkhul Naga (India),,nmf,
,Tangkhul Naga (Myanmar),Tangkhul Naga (Myanmar),,ntx,
,Tangko,Tangko,,tkx,
,Tanglang,Tanglang,,ytl,
,Tangoa,Tangoa,,tgp,
,Tanguat,Tanguat,,tbs,
,Tangut,Tangut,,txg,
,Tanimbili,Tanimbili,,tbe,
,Tanimuca-Retuarã,Tanimuca-Retuarã,,tnc,
,Tanjijili,Tanjijili,,uji,
,Tanosy Malagasy,Tanosy Malagasy,,txy,
,Tanudan Kalinga,Tanudan Kalinga,,kml,
,Tanzanian Sign Language,Tanzanian Sign Language,,tza,
,Tapei,Tapei,,afp,
,Tapieté,Tapieté,,tpj,
,Tapirapé,Tapirapé,,taf,
,Tarao Naga,Tarao Naga,,tro,
,Tareng,Tareng,,tgr,
,Tariana,Tariana,,tae,
,Tarifit,Tarifit,,rif,
,Tarjumo,Tarjumo,,txj,
,Tarok,Tarok,,yer,
,Tarpia,Tarpia,,tpf,
,Tartessian,Tartessian,,txr,
,Taruma,Taruma,,tdm,
,Tasawaq,Tasawaq senni,,twq,
,Tase Naga,Tase Naga,,nst,
,Tasmate,Tasmate,,tmt,
,Tataltepec Chatino,Tataltepec Chatino,,cta,
,Tatana,Tatana,,txx,
,Tatuyo,Tatuyo,,tav,
,Tauade,Tauade,,ttd,
,Taulil,Taulil,,tuh,
,Taungyo,Taungyo,,tco,
,Taupota,Taupota,,tpa,
,Tause,Tause,,tad,
,Taushiro,Taushiro,,trr,
,Tausug,Tausug,,tsg,
,Tauya,Tauya,,tya,
,Taveta,Taveta,,tvs,
,Tavoyan,Tavoyan,,tvn,
,Tavringer Romani,Tavringer Romani,,rmu,
,Tawala,Tawala,,tbo,
,Tawallammat Tamajaq,Tamashek,,ttq,
,Tawandê,Tawandê,,xtw,
,Tawang Monpa,Tawang Monpa,,twm,
,Tawara,Tawara,,twl,
,Taworta,Taworta,,tbp,
,Tawoyan,Tawoyan,,twy,
,Tawr Chin,Tawr Chin,,tcp,
,Tay Boi,Tay Boi,,tas,
,Tay Khang,Tay Khang,,tnu,
,Tayart Tamajeq,Tayart Tamajeq,,thz,
,Tayo,Tayo,,cks,
,Taznatit,Taznatit,,grr,
,Tboli,Tboli,,tbl,
,Tchitchege,Tchitchege,,tck,
,Tchumbuli,Tchumbuli,,bqa,
,Te'un,Te'un,,tve,
,Teanu,Teanu,,tkw,
,Tebul Sign Language,Tebul Sign Language,,tsy,
,Tebul Ure Dogon,Tebul Ure Dogon,,dtu,
,Tecpatlán Totonac,Tecpatlán Totonac,,tcw,
,Tedaga,Tedaga,,tuq,
,Tedim Chin,Tedim Chin,,ctd,
,Tee,Tee,,tkq,
,Tefaro,Tefaro,,tfo,
,Tegali,Tegali,,ras,
,Tehit,Tehit,,kps,
,Tehuelche,Tehuelche,,teh,
,Tejalapan Zapotec,Tejalapan Zapotec,,ztt,
,Teke-Ebo,Teke-Ebo,,ebo,
,Teke-Fuumu,Teke-Fuumu,,ifm,
,Teke-Kukuya,Teke-Kukuya,,kkw,
,Teke-Laali,Teke-Laali,,lli,
,Teke-Nzikou,Teke-Nzikou,,nzu,
,Teke-Tege,Teke-Tege,,teg,
,Teke-Tsaayi,Teke-Tsaayi,,tyi,
,Teke-Tyee,Teke-Tyee,,tyx,
,Tektiteko,Tektiteko,,ttc,
,Tela-Masbuar,Tela-Masbuar,,tvm,
,Telefol,Telefol,,tlf,
,Tem,Tem,,kdh,
,Temacine Tamazight,Temacine Tamazight,,tjo,
,Temascaltepec Nahuatl,Temascaltepec Nahuatl,,nhv,
,Tembo (Kitembo),Tembo (Kitembo),,tbt,
,Tembo (Motembo),Tembo (Motembo),,tmv,
,Tembé,Tembé,,tqb,
,Teme,Teme,,tdo,
,Temein,Temein,,teq,
,Temi,Temi,,soz,
,Temiar,Temiar,,tea,
,Temoaya Otomi,Temoaya Otomi,,ott,
,Temoq,Temoq,,tmo,
,Temuan,Temuan,,tmw,
,Ten'edn,Ten'edn,,tnz,
,Tena Lowland Quichua,Tena Lowland Quichua,,quw,
,Tenango Otomi,Tenango Otomi,,otn,
,Tene Kan Dogon,Tene Kan Dogon,,dtk,
,Tenggarong Kutai Malay,Tenggarong Kutai Malay,,vkt,
,Tengger,Tengger,,tes,
,Tenharim,Tenharim,,pah,
,Tenino,Tenino,,tqn,
,Tenis,Tenis,,tns,
,Tennet,Tennet,,tex,
,Teop,Teop,,tio,
,Teor,Teor,,tev,
,Tepecano,Tepecano,,tep,
,Tepetotutla Chinantec,Tepetotutla Chinantec,,cnt,
,Tepeuxila Cuicatec,Tepeuxila Cuicatec,,cux,
,Tepinapa Chinantec,Tepinapa Chinantec,,cte,
,Tepo Krumen,Tepo Krumen,,ted,
,Ter Sami,Ter Sami,,sjt,
,Tera,Tera,,ttr,
,Terebu,Terebu,,trb,
,Terei,Terei,,buo,
,Tereno,Tereno,,ter,
,Teressa,Teressa,,tef,
,Tereweng,Tereweng,,twg,
,Teribe,Teribe,,tfr,
,Terik,Terik,,tec,
,Termanu,Termanu,,twu,
,Ternate,Ternate,,tft,
,Ternateño,Ternateño,,tmg,
,Tesaka Malagasy,Tesaka Malagasy,,tkg,
,Tese,Tese,,keg,
,Teshenawa,Teshenawa,,twc,
,Teso,Kiteso,,teo,
,Tetela,Tetela,,tll,
,Tetelcingo Nahuatl,Tetelcingo Nahuatl,,nhg,
,Tetete,Tetete,,teb,
,Tetserret,Tetserret,,tez,
,Tetum,Tetum,,tet,
,Tetun Dili,Tetun Dili,,tdt,
,Teutila Cuicatec,Teutila Cuicatec,,cut,
,Tewa (Indonesia),Tewa (Indonesia),,twe,
,Tewa (USA),Tewa (USA),,tew,
,Tewe,Tewe,,twx,
,Texcatepec Otomi,Texcatepec Otomi,,otx,
,Texistepec Popoluca,Texistepec Popoluca,,poq,
,Texmelucan Zapotec,Texmelucan Zapotec,,zpz,
,Tezoatlán Mixtec,Tezoatlán Mixtec,,mxb,
,Tha,Tha,,thy,
,Thachanadan,Thachanadan,,thn,
,Thado Chin,Thado Chin,,tcz,
,Thai Sign Language,Thai Sign Language,,tsq,
,Thai Song,Thai Song,,soa,
,Thaiphum Chin,Thaiphum Chin,,cth,
,Thakali,Thakali,,ths,
,Thangal Naga,Thangal Naga,,nki,
,Thangmi,Thangmi,,thf,
,Thao,Thao,,ssf,
,Tharaka,Tharaka,,thk,
,Thawa,Thawa,,xtv,
,Thaypan,Thaypan,,typ,
,Thiin,Thiin,,iin,
,Tho,Tho,,tou,
